id	smiles	MQN	Emol	Ekat	HOMO	LUMO	I	n
mol1	CC1NC(NC(C)=O)=NC1C	[7, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 11, 5, 1, 0, 4, 1, 0, 0, 5, 4, 2, 2, 0, 0, 4, 1, 1, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-513,5024821	-513,2257269	-0,1741	-0,04214	0,2767552	4,59
mol2	CC(O)C1(CN)OC1(C)C#C	[8, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 11, 7, 0, 1, 3, 0, 0, 2, 5, 3, 3, 2, 0, 0, 5, 2, 1, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-517,1781885	-516,881307	-0,19526	-0,02296	0,2968815	5,11
mol3	CC1C2(C)C(N)COCOC12C#C	[10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 13, 4, 0, 1, 9, 0, 0, 0, 5, 3, 2, 1, 0, 0, 4, 1, 0, 0, 4, 2, 2, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1]	-594,4813259	-594,1979977	-0,19543	-0,00674	0,2833282	4,96
mol4	CN(C)C=O	[3, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 5, 3, 1, 0, 0, 0, 0, 1, 3, 2, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-248,2261208	-247,898932	-0,20275	-0,00784	0,3271888	6,04
mol5	CCC1(O)CCC2NCC3C2OC13	[10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 13, 3, 0, 0, 12, 0, 0, 1, 5, 3, 2, 2, 0, 0, 2, 1, 0, 0, 5, 4, 1, 0, 1, 1, 0, 1, 0, 0, 0, 5, 4]	-595,7546637	-595,4810668	-0,17067	0,01497	0,2735969	5,33
mol6	CC(=O)CC1CC2CCC1NC2=O	[10, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 13, 3, 2, 0, 9, 0, 0, 2, 5, 3, 1, 1, 0, 0, 3, 1, 1, 0, 4, 4, 0, 0, 0, 0, 3, 0, 0, 0, 0, 8, 9]	-594,6508808	-594,3646502	-0,18632	-0,0572	0,2862306	4,48
mol7	CC1=CC2=C(C(O)C(NO)=N2)N1N	[7, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0, 13, 5, 0, 0, 6, 3, 0, 0, 8, 6, 5, 4, 0, 0, 4, 1, 0, 0, 2, 6, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-641,4229563	-641,1749543	-0,15653	-0,05449	0,248002	3,88
mol8	O1C=CC=C1	[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 0, 0, 0, 3, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-229,7684909	-229,4467835	-0,19883	-0,02	0,3217074	5,78
mol9	CN=C1N(C)C=NCC2=C1C=NO2	[8, 0, 0, 0, 0, 0, 0, 1, 3, 0, 1, 13, 2, 1, 0, 8, 3, 0, 0, 6, 5, 0, 0, 0, 0, 2, 1, 0, 0, 6, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1]	-604,3610772	-604,0633691	-0,20731	-0,06715	0,2977081	4,37
mol10	CC1CCC2C(C#N)N3CC=CC123	[11, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 13, 2, 0, 1, 11, 1, 0, 0, 2, 2, 0, 0, 0, 0, 2, 1, 0, 0, 5, 4, 1, 0, 1, 2, 0, 0, 0, 0, 0, 3, 2]	-536,4074484	-536,1131739	-0,19399	-0,03245	0,2942745	4,93
mol11	CC=C1CC(=NN)C2(CC2C)O1	[9, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 12, 3, 2, 0, 8, 0, 0, 0, 4, 3, 2, 1, 0, 0, 3, 2, 0, 0, 3, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]	-535,4149028	-535,1604023	-0,16488	-0,03282	0,2545005	4,24
mol12	CC(CN)(NCC#CC=C)C(N)=O	[9, 0, 0, 0, 0, 0, 0, 3, 0, 1, 0, 13, 9, 2, 1, 0, 0, 0, 4, 5, 4, 5, 3, 0, 0, 5, 6, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-590,7151003	-590,4470714	-0,17988	-0,0583	0,2680289	4,05
mol13	CC1OC1C1CCC1C=NN=C	[9, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 12, 4, 2, 0, 7, 0, 0, 3, 4, 3, 0, 0, 0, 0, 2, 3, 0, 0, 3, 4, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-535,3766536	-535,0858265	-0,19688	-0,07812	0,2908271	4,17
mol14	CC1CC2(CC2N)C(=O)NN=CO1	[8, 0, 0, 0, 0, 0, 0, 1, 2, 1, 1, 13, 2, 1, 0, 10, 1, 0, 0, 7, 5, 3, 2, 0, 0, 3, 0, 0, 0, 6, 3, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0]	-626,6324731	-626,3582291	-0,17844	-0,05537	0,274244	4,28
mol15	CCCNC	[4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-213,5041305	-213,1948647	-0,17461	0,03843	0,3092658	6,56
mol16	CC1NC1C(N)C1CNC(C)C1O	[9, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 13, 6, 0, 0, 8, 0, 0, 2, 5, 4, 5, 4, 0, 0, 4, 0, 1, 0, 3, 5, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-593,1351779	-592,8674161	-0,17961	0,02442	0,2677618	5,17
mol17	CC1C2C(C)CC34CC5C(N5C3)C124	[12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 2, 0, 0, 15, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 3, 6, 2, 2, 0, 4, 0, 0, 0, 0, 0, 8, 10]	-521,5607657	-521,2682941	-0,1907	0,02694	0,2924716	5,73
mol18	CC1OC2C3C4CCC2(C4)NC13C	[11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 13, 2, 0, 0, 14, 0, 0, 0, 3, 2, 1, 1, 0, 0, 2, 0, 0, 0, 5, 4, 2, 0, 0, 4, 0, 0, 0, 0, 0, 6, 5]	-558,5752513	-558,3870598	-0,09906	-0,08814	0,1881915	2,57
mol19	CC1CC2C(C#C)C2(C)C(=N)N1O	[10, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 13, 4, 1, 1, 8, 0, 0, 0, 4, 3, 2, 2, 0, 0, 5, 1, 0, 0, 1, 5, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-573,4011015	-573,1199294	-0,18761	-0,05443	0,2811721	4,36
mol20	CCNC1C=CC(CC1C)C#C	[11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 12, 5, 0, 1, 5, 1, 0, 2, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-483,4547635	-483,1722786	-0,18498	-0,02895	0,2824849	4,78
mol21	CC(O)C(CO)C1NCC1C=NN	[8, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 13, 8, 1, 0, 4, 0, 0, 4, 7, 5, 5, 4, 0, 0, 4, 3, 2, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-628,9884917	-628,726369	-0,16675	-0,01849	0,2621227	4,61
mol22	CCC12NCCOCC3OC1C2O3	[9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 13, 2, 0, 0, 13, 0, 0, 1, 7, 4, 1, 1, 0, 0, 1, 1, 0, 0, 7, 3, 1, 1, 0, 1, 0, 0, 0, 2, 0, 11, 13]	-631,6199411	-631,3585603	-0,16836	0,02156	0,2613808	5,12
mol23	CCN=CNC1CCC=CC1	[9, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 11, 4, 1, 0, 5, 1, 0, 3, 2, 2, 1, 1, 0, 0, 1, 4, 0, 0, 5, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-461,5092086	-461,2342906	-0,17811	-0,02091	0,274918	4,77
mol24	CC12CCCC3(N)C1C1CC3CC21	[12, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 13, 2, 0, 0, 14, 0, 0, 0, 1, 1, 2, 1, 0, 0, 2, 0, 0, 0, 5, 4, 2, 0, 1, 2, 1, 0, 0, 0, 0, 7, 6]	-522,7931364	-522,5166318	-0,18921	-0,01184	0,2765046	4,79
mol25	CC1=NC2(CN)C3CCC(N1)C23	[9, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 12, 3, 0, 0, 10, 1, 0, 1, 3, 3, 3, 2, 0, 0, 2, 1, 0, 0, 4, 4, 1, 1, 0, 1, 1, 0, 0, 0, 0, 4, 3]	-515,6103622	-515,3427879	-0,17313	-0,00397	0,2675743	4,87
mol26	CC1C2CN(CC#N)C3C=CC2C13	[11, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 13, 3, 0, 1, 10, 1, 0, 1, 2, 2, 0, 0, 0, 0, 2, 2, 0, 0, 3, 6, 0, 0, 1, 1, 1, 0, 0, 0, 0, 5, 4]	-536,3880628	-536,0980321	-0,18914	-0,04545	0,2900307	4,7
mol27	O=C1C2CNC2CC11OCC=C1	[9, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 12, 0, 1, 0, 12, 1, 0, 0, 5, 3, 1, 1, 0, 0, 1, 0, 0, 0, 7, 3, 1, 0, 1, 2, 0, 0, 0, 0, 0, 3, 1]	-554,0937079	-553,8259146	-0,17284	-0,06756	0,2677933	4,02
mol28	NC1COC1	[3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 5, 1, 0, 0, 4, 0, 0, 0, 3, 2, 2, 1, 0, 0, 1, 0, 0, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-248,1697126	-247,8541107	-0,1944	0,02481	0,3156019	6,28
mol29	CN1CC1(C)C(=O)CN(O)C(C)=N	[8, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 13, 8, 2, 0, 3, 0, 0, 3, 7, 5, 2, 2, 0, 0, 6, 1, 3, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-627,791786	-627,5124259	-0,17933	-0,07985	0,2793601	4,08
mol30	CC1N=CNC(C)(C#N)C1(C)O	[8, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 12, 5, 0, 1, 5, 1, 0, 0, 5, 4, 2, 2, 0, 0, 5, 1, 0, 0, 3, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-551,5018591	-551,1944906	-0,20365	-0,02344	0,3073685	5,27
mol31	CC1OC1C	[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 2, 0, 0, 3, 0, 0, 0, 2, 1, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-232,1484024	-231,7976292	-0,20829	0,04997	0,3507732	7,39
mol32	CC1(CC2C=NOC12C)C=NO	[8, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 12, 4, 1, 0, 7, 1, 0, 1, 6, 4, 1, 1, 0, 0, 3, 2, 0, 0, 4, 1, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1]	-571,2650887	-570,9711494	-0,20051	-0,04462	0,293939307	4,66
mol33	CNCC1(COC2(CC2C)O1)C=O	[9, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 13, 5, 1, 0, 8, 0, 0, 3, 7, 4, 1, 1, 0, 0, 3, 3, 0, 0, 4, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]	-631,6312598	-631,3540072	-0,18628	-0,07367	0,2772526	4,01
mol34	CC(=O)CC(=CC1=CCCC1)C#N	[11, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 13, 5, 2, 1, 4, 1, 0, 3, 3, 2, 0, 0, 0, 0, 3, 3, 2, 0, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-556,2798991	-555,9916502	-0,20269	-0,08937	0,2882489	3,87
mol35	CNC1=CN=C(CC=O)N1C=O	[7, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 12, 5, 2, 0, 3, 2, 0, 4, 7, 5, 1, 1, 0, 0, 3, 4, 0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-586,2222285	-585,9489204	-0,17977	-0,08172	0,2733081	3,88
mol36	CC1=NOCC1=CC1CCC1C#N	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 13, 3, 1, 1, 8, 1, 0, 1, 4, 3, 0, 0, 0, 0, 2, 2, 0, 0, 5, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	-572,2628677	-571,9752867	-0,19124	-0,08211	0,287581	4,11
mol37	NNC1=NC(C=C)C=CC(=O)N1	[7, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 12, 3, 2, 0, 5, 2, 0, 1, 6, 5, 4, 3, 0, 0, 3, 2, 0, 0, 4, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-566,3152176	-566,0288265	-0,19081	-0,07113	0,2863911	4,23
mol38	CC#CC1=CN(N=C1)C(=C)CCO	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 6, 1, 1, 3, 2, 0, 3, 4, 3, 1, 1, 0, 0, 3, 4, 1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-572,2658049	-571,9895491	-0,19451	-0,06881	0,2762558	3,93
mol39	CCNCC	[4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 2, 1, 1, 1, 1, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-213,5071294	-213,1999321	-0,17553	0,03727	0,3071973	6,48
mol40	CC(=CC=NN)N1CC=CCC1=O	[9, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 13, 4, 3, 0, 5, 1, 0, 2, 5, 4, 2, 1, 0, 0, 3, 3, 1, 0, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-589,546272	-589,2946033	-0,16255	-0,05887	0,2516687	3,84
mol41	CCCN(N)C(=N)C=C1CCCN1	[9, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 13, 6, 2, 0, 5, 0, 0, 3, 4, 4, 4, 3, 0, 0, 3, 3, 2, 0, 4, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-572,0716784	-571,8264635	-0,14981	-0,02298	0,2452149	4,32
mol42	CC=C	[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-117,7398944	-117,3872146	-0,2211	-0,01563	0,3526798	6,38
mol43	CNCC1(CCN1)C(C=C)=CC#N	[10, 0, 0, 0, 0, 0, 0, 2, 1, 0, 0, 13, 6, 2, 1, 4, 0, 0, 4, 3, 3, 2, 2, 0, 0, 3, 5, 1, 0, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-553,5960153	-553,3145407	-0,19825	-0,0851	0,2814746	3,8
mol44	CNC1(C)COCC(CC1C)=NO	[9, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 13, 5, 1, 0, 7, 0, 0, 1, 6, 4, 2, 2, 0, 0, 4, 2, 0, 0, 4, 2, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-612,9652606	-612,6892552	-0,18028	-0,02964	0,2760054	4,65
mol45	CC1CN=C(CC2CC2O)NC1=O	[9, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 13, 4, 1, 0, 8, 1, 0, 2, 6, 4, 2, 2, 0, 0, 3, 1, 0, 0, 4, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-610,6353115	-610,340401	-0,20454	-0,05115	0,2949105	4,55
mol46	CC#CC1=CC2=C(NC(N2)=NO)N1	[8, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 13, 3, 1, 1, 5, 4, 0, 0, 6, 5, 4, 4, 0, 0, 2, 3, 0, 0, 4, 4, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-603,1226981	-602,9046829	-0,13201	-0,02941	0,2180152	3,74
mol47	CC1=CCC2(O)C(N)C(C)(C)C2C1	[11, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 13, 5, 0, 0, 8, 1, 0, 0, 3, 2, 3, 2, 0, 0, 5, 0, 0, 0, 3, 3, 2, 0, 1, 0, 1, 0, 0, 0, 0, 2, 1]	-559,8894894	-559,6141775	-0,18384	-0,01017	0,2753119	4,85
mol48	CC(C)N1NC(=N)C2CCCC1C2	[10, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 13, 3, 1, 0, 10, 0, 0, 1, 3, 3, 2, 2, 0, 0, 3, 0, 1, 0, 5, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 2]	-556,062423	-555,8106446	-0,15186	0,00067	0,2517784	4,79
mol49	CC#CC12CCC1NCC2	[9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 10, 2, 0, 1, 8, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 2, 0, 0, 5, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1]	-404,9026916	-404,6212979	-0,17321	0,0094	0,2813937	5,43
mol50	CNC1=C(C=O)N=CN1C=CC=C	[9, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 13, 5, 3, 0, 3, 2, 0, 4, 5, 4, 1, 1, 0, 0, 3, 5, 0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-588,3505766	-588,0782122	-0,1783	-0,08948	0,2723644	3,77
mol51	CN1C2C3ON=CC(C=CC23)C1=O	[9, 0, 0, 0, 0, 0, 0, 0, 2, 1, 1, 13, 1, 1, 0, 11, 2, 0, 0, 6, 4, 0, 0, 0, 0, 2, 0, 0, 0, 5, 6, 0, 1, 0, 0, 0, 1, 2, 0, 0, 11, 13]	-608,1406344	-607,851475	-0,1917	-0,06364	0,2891594	4,39
mol52	CC1CCC(=O)C(C#N)C11COC1	[10, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 13, 2, 1, 1, 10, 0, 0, 0, 5, 3, 0, 0, 0, 0, 3, 1, 0, 0, 5, 3, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]	-593,3669695	-593,0547708	-0,21149	-0,08	0,3121987	4,53
mol53	CC1OC=CCC2C=CN(C=O)C12	[10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 13, 2, 1, 0, 9, 2, 0, 1, 5, 3, 0, 0, 0, 0, 2, 1, 0, 0, 6, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1]	-593,3224648	-593,0512088	-0,18407	-0,05961	0,271256	4,07
mol54	CC1OC2CC2(CN)C1COC=C	[10, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 13, 6, 1, 0, 7, 0, 0, 4, 5, 3, 2, 1, 0, 0, 3, 4, 0, 0, 2, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1]	-595,7226339	-595,4498646	-0,18763	-0,00481	0,2727693	4,8
mol55	CCC(C)N	[4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 4, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-213,5153668	-213,1879844	-0,189	0,03253	0,3273824	6,78
mol56	CC1CN2N=C(C=C12)C(CO)C=C	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 5, 1, 0, 6, 2, 0, 3, 4, 3, 1, 1, 0, 0, 3, 2, 1, 0, 3, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1]	-573,4751003	-573,1857703	-0,189	-0,02504	0,28933	4,96
mol57	CC1(N)CC2C3C2C1C1COC3O1	[10, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 13, 2, 0, 0, 14, 0, 0, 0, 5, 3, 2, 1, 0, 0, 2, 0, 0, 0, 4, 6, 1, 1, 0, 2, 1, 0, 0, 0, 0, 7, 5]	-594,5735337	-594,2905766	-0,18965	0,01626	0,2829571	5,34
mol58	CCOC(=NO)N1N=CNC=C1C	[7, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 13, 6, 1, 0, 4, 2, 0, 1, 8, 6, 2, 2, 0, 0, 3, 3, 1, 0, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-642,6115907	-642,3834553	-0,13448	-0,03808	0,2281354	3,86
mol59	CCC1(NC(C#N)C1CO)C(C)C	[10, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 13, 8, 0, 1, 4, 0, 0, 3, 4, 3, 2, 2, 0, 0, 5, 3, 1, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-575,8894422	-575,5867188	-0,20064	-0,02124	0,3027234	5,22
mol60	CC(=O)NC=CC(=N)N(O)CCN	[7, 0, 0, 0, 0, 0, 0, 4, 0, 2, 0, 13, 9, 3, 0, 0, 0, 0, 4, 8, 6, 5, 4, 0, 0, 5, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-643,8709705	-643,614901	-0,15605	-0,05714	0,2560695	4,07
mol61	CCN1CC1C(CCCC=O)=CC	[11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 13, 8, 2, 0, 3, 0, 0, 6, 3, 2, 0, 0, 0, 0, 3, 6, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-559,8423763	-559,5672255	-0,19197	-0,05458	0,2751508	4,13
mol62	CC1CN2CC2CC11C2OCOC12	[10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 13, 1, 0, 0, 15, 0, 0, 0, 5, 3, 0, 0, 0, 0, 1, 0, 0, 0, 6, 5, 1, 2, 0, 1, 1, 0, 0, 0, 0, 5, 2]	-594,5119431	-594,2391811	-0,17796	0,02861	0,272762	5,39
mol63	CC(=C)C#N	[4, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 5, 2, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-209,8951628	-209,5311974	-0,2464	-0,08164	0,3639654	5,44
mol64	CC12CC1CC(C)(CCC#C)CN2	[12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 5, 0, 1, 8, 0, 0, 2, 1, 1, 1, 1, 0, 0, 3, 3, 0, 0, 4, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-522,7106406	-522,437265	-0,17476	0,0132	0,2733756	5,24
mol65	CC1(C)OS(=O)(=O)C11CCCC1	[8, 0, 0, 0, 0, 1, 0, 0, 0, 2, 1, 12, 2, 2, 0, 9, 0, 0, 0, 6, 3, 0, 0, 0, 0, 4, 0, 0, 0, 5, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]	-936,315313	-935,9756374	-0,23311	-0,02436	0,3396756	5,74
mol66	CC(ON=C)C(N)C(=C)C1CCN1	[9, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 13, 7, 2, 0, 4, 0, 0, 5, 5, 4, 3, 2, 0, 0, 4, 2, 3, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-591,8560834	-591,5904802	-0,16313	-0,04595	0,2656032	4,38
mol67	C#CCC#C	[5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-192,5423214	-192,1998849	-0,23145	-0,01075	0,3424365	6,02
mol68	CC(C)C=CC1(C)NC1C=NO	[9, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 12, 7, 2, 0, 3, 0, 0, 3, 4, 3, 2, 2, 0, 0, 4, 4, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-536,5808339	-536,3027921	-0,18986	-0,04601	0,2780418	4,36
mol69	CC1C2C(O)CCC(N)(CO)CN12	[9, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 13, 5, 0, 0, 9, 0, 0, 1, 6, 4, 4, 3, 0, 0, 4, 1, 0, 0, 3, 4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 2, 1]	-612,9830724	-612,7057185	-0,18332	0,00717	0,2773539	5,15
mol70	CS(=O)(=O)C12CC(=C)C(N1)S2(=O)=O	[6, 0, 0, 0, 0, 2, 0, 0, 1, 4, 0, 13, 2, 5, 0, 7, 0, 0, 1, 9, 5, 1, 1, 0, 0, 6, 0, 0, 1, 2, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 6, 7]	-1384,993661	-1384,716101	-0,191	-0,13686	0,27756	3,09
mol71	CCC1=CC(C)S(=O)(=O)NCC1N	[8, 0, 0, 0, 0, 1, 0, 1, 1, 2, 0, 13, 4, 2, 0, 6, 1, 0, 1, 6, 4, 3, 2, 0, 0, 5, 1, 0, 0, 3, 3, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-971,7221807	-971,4292482	-0,19083	-0,04525	0,2929325	4,76
mol72	CN(CCC#C)CC1NCC2OC12	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 13, 6, 0, 1, 7, 0, 0, 4, 4, 3, 1, 1, 0, 0, 2, 4, 1, 0, 3, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1]	-574,6153085	-574,344341	-0,1818	0,01084	0,2709675	5,05
mol73	CNCC1C2CC=CC(CO)C1N2	[10, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 13, 5, 0, 0, 8, 1, 0, 3, 4, 3, 3, 3, 0, 0, 2, 3, 0, 0, 4, 4, 0, 0, 1, 0, 0, 2, 0, 0, 0, 8, 9]	-575,7546159	-575,4940089	-0,1712	-0,01985	0,260607	4,49
mol74	CC1CC(=O)C(CC(=O)N1O)=NO	[7, 0, 0, 0, 0, 0, 0, 1, 1, 4, 0, 13, 3, 3, 0, 7, 0, 0, 0, 10, 6, 2, 2, 0, 0, 5, 1, 0, 0, 2, 5, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-682,3442846	-682,0433743	-0,20085	-0,08955	0,3009103	4,24
