id	smiles	MQN	Emol	Ekat	HOMO	LUMO	I	n
mol3885	CC1C2NCC3C4(CN4C)CNC123	[10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 13, 2, 0, 0, 14, 0, 0, 0, 3, 3, 2, 2, 0, 0, 2, 0, 0, 0, 5, 4, 2, 2, 0, 2, 0, 0, 0, 0, 0, 4, 2]	-554,8012225	-554,5525374	-0,15903	0,02357	0,2486851	4,92
mol3886	CC(N)C12CC1CC1CC1OC2=C	[11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 13, 3, 1, 0, 11, 0, 0, 1, 3, 2, 2, 1, 0, 0, 3, 0, 1, 0, 4, 4, 1, 2, 0, 0, 0, 1, 0, 0, 0, 4, 2]	-558,6021333	-558,3264467	-0,18475	-0,01119	0,2756866	4,84
mol3887	CCC(=C)NC(=O)NCC(=C)C=C	[10, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 13, 8, 4, 0, 0, 0, 0, 5, 4, 3, 2, 2, 0, 0, 5, 5, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-574,7188326	-574,4491486	-0,18315	-0,06394	0,269684	3,98
mol3888	CNN=C1CNC2=C(C1)C(=N)NC2	[8, 0, 0, 0, 0, 0, 0, 3, 2, 0, 0, 13, 2, 2, 0, 9, 1, 0, 1, 5, 5, 4, 4, 0, 0, 2, 2, 0, 0, 5, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-585,7303986	-585,4783108	-0,16584	-0,03095	0,2520878	4,18
mol3889	CC1CN(C)C2C(CN)C2O1	[8, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 11, 4, 0, 0, 8, 0, 0, 1, 4, 3, 2, 1, 0, 0, 3, 1, 0, 0, 2, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-498,4966105	-498,2489746	-0,14631	0,0168	0,2476359	4,98
mol3890	C#CCC12CCOC1C1NC1C2	[10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 12, 2, 0, 1, 11, 0, 0, 1, 3, 2, 1, 1, 0, 0, 1, 2, 0, 0, 5, 3, 1, 1, 0, 2, 0, 0, 0, 0, 0, 4, 2]	-518,1183729	-517,8242306	-0,19945	0,00717	0,2941423	5,39
mol3891	CN1CCC(CO)C=CCC(O)C1	[10, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 13, 4, 0, 0, 8, 1, 0, 1, 5, 3, 2, 2, 0, 0, 3, 1, 0, 0, 6, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	-596,9506274	-596,6756906	-0,18758	-0,03281	0,2749368	4,48
mol3892	CCNC1=CC(N)=CN1CC(O)=O	[8, 0, 0, 0, 0, 0, 0, 2, 1, 2, 0, 13, 7, 1, 0, 3, 2, 0, 4, 7, 5, 4, 3, 0, 0, 4, 3, 1, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-626,6981292	-626,4487246	-0,15281	-0,0181	0,2494046	4,46
mol3893	CC12CNN=C1C1=CC(N)C=C1O2	[9, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 13, 2, 0, 0, 10, 3, 0, 0, 5, 4, 3, 2, 0, 0, 2, 0, 0, 0, 6, 4, 1, 0, 0, 3, 0, 0, 0, 0, 0, 4, 2]	-588,3153339	-588,0564418	-0,17043	-0,08084	0,2588921	3,63
mol3894	CC1=CC=NOCC2(NC2C1)C#N	[9, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 13, 2, 0, 1, 9, 2, 0, 0, 5, 4, 1, 1, 0, 0, 2, 1, 0, 0, 7, 2, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2, 1]	-588,251295	-587,9393154	-0,21004	-0,07253	0,3119796	4,64
mol3895	OCC1=CCCC(=C)C=C1C#N	[10, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 12, 3, 1, 1, 5, 2, 0, 1, 3, 2, 1, 1, 0, 0, 3, 2, 0, 0, 4, 3, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-516,9980517	-516,7038823	-0,20774	-0,11269	0,2941694	3,65
mol3896	CC1CN(O)C(=O)C2CNCC12	[8, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 12, 2, 1, 0, 10, 0, 0, 0, 6, 4, 2, 2, 0, 0, 3, 0, 0, 0, 4, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-572,5250153	-572,2488059	-0,17231	-0,05843	0,2762094	4,38
mol3897	CC(O)C1CC(N)C1C(C)NC=O	[9, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 13, 8, 1, 0, 4, 0, 0, 4, 6, 4, 4, 3, 0, 0, 5, 2, 2, 0, 1, 3, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-613,0274756	-612,7493402	-0,18429	-0,01378	0,2781354	4,87
mol3898	CCNN=C1C(C)OC=C1C=C	[9, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 12, 5, 2, 0, 4, 1, 0, 3, 4, 3, 1, 1, 0, 0, 3, 4, 0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-535,4208907	-535,1763102	-0,15359	-0,06092	0,2445805	3,74
mol3899	CC1NCCCC#CCC(=C1)C#N	[11, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 13, 2, 0, 1, 8, 1, 1, 0, 2, 2, 1, 1, 0, 0, 2, 1, 0, 0, 8, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]	-536,3511682	-536,0661512	-0,18321	-0,07509	0,285016949	4,24
mol3900	CC1=COCC2=NN=C(CN12)NO	[7, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 13, 3, 0, 0, 8, 3, 0, 0, 8, 6, 2, 2, 0, 0, 2, 1, 0, 0, 6, 4, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 1]	-641,4213582	-641,1703062	-0,16254	-0,05818	0,251052	3,83
mol3901	CC1=CCOCC2C(OC12)C=O	[9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12, 2, 1, 0, 9, 1, 0, 1, 6, 3, 0, 0, 0, 0, 2, 1, 0, 0, 5, 4, 0, 0, 1, 0, 0, 1, 0, 0, 0, 2, 1]	-575,1238598	-574,8323941	-0,20102	-0,08021	0,2914657	4,1
mol3902	CC#CC1(C#N)N2CC2CC1=C	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 12, 3, 1, 2, 7, 0, 0, 0, 2, 2, 0, 0, 0, 0, 3, 3, 0, 0, 2, 3, 1, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1]	-495,8566559	-495,5453999	-0,21514	-0,05254	0,311256	4,83
mol3903	CCNCC(=O)C(COC=C)OC	[9, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 13, 10, 2, 0, 0, 0, 0, 8, 7, 4, 1, 1, 0, 0, 4, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-632,8212152	-632,5531245	-0,18562	-0,06406	0,2680907	3,9
mol3904	NC(C1CCC1)C1N=CNC1C#C	[10, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 13, 4, 0, 1, 8, 1, 0, 2, 3, 3, 3, 2, 0, 0, 2, 1, 1, 0, 6, 3, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	-553,5826596	-553,3122118	-0,17809	-0,01813	0,2704478	4,69
mol3905	CC12CC(CC1N=CNN)C1OC21	[9, 0, 0, 0, 0, 0, 0, 3, 0, 0, 1, 13, 4, 1, 0, 10, 0, 0, 2, 5, 4, 3, 2, 0, 0, 2, 3, 0, 0, 3, 4, 1, 1, 0, 2, 0, 0, 0, 0, 0, 5, 3]	-590,7191967	-590,4373396	-0,18977	-0,01234	0,2818571	4,92
mol3906	CNC1COC2=CC(=N)N(N=C)C12	[8, 0, 0, 0, 0, 0, 0, 3, 1, 0, 1, 13, 3, 2, 0, 8, 1, 0, 2, 6, 5, 2, 2, 0, 0, 3, 2, 0, 0, 3, 5, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-605,5489583	-605,2761754	-0,18393	-0,05043	0,2727829	4,23
mol3907	CC1=CC2OC1C(C=CO2)=NO	[8, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 12, 2, 1, 0, 8, 2, 0, 0, 7, 4, 1, 1, 0, 0, 2, 1, 0, 0, 5, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0, 3, 2]	-589,9720599	-589,6906876	-0,17983	-0,05961	0,2813723	4,4
mol3908	CC12CCC(O)C(CO1)C21CC1	[10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12, 2, 0, 0, 12, 0, 0, 0, 4, 2, 1, 1, 0, 0, 2, 0, 0, 0, 6, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 3, 2]	-540,4812722	-540,1835241	-0,19793	0,0225	0,2977481	5,72
mol3909	CC1C2C1C(N)(C1CC2O1)C(N)=O	[9, 0, 0, 0, 0, 0, 0, 2, 0, 1, 1, 13, 4, 1, 0, 10, 0, 0, 1, 6, 4, 4, 2, 0, 0, 4, 0, 1, 0, 2, 5, 1, 1, 1, 0, 2, 0, 0, 0, 0, 7, 8]	-610,609083	-610,3327385	-0,17758	-0,00872	0,2763445	4,98
mol3910	CC1CN2CC(=C)C1CC1(CO1)C2	[11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 13, 1, 1, 0, 13, 0, 0, 0, 3, 2, 0, 0, 0, 0, 2, 0, 0, 0, 6, 4, 1, 1, 0, 0, 1, 2, 0, 0, 0, 9, 10]	-558,6498755	-558,3808998	-0,16934	-0,02561	0,2689757	4,67
mol3911	C#CC1N=C2N=NC=CN2C1C#C	[9, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 13, 2, 0, 2, 7, 3, 0, 0, 4, 4, 0, 0, 0, 0, 2, 2, 0, 0, 5, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-564,7378065	-564,4492982	-0,1934	-0,11928	0,2885083	3,6
mol3912	N=CN1C=C2C(NN=CC2=N1)C#C	[8, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 13, 2, 1, 1, 7, 3, 0, 1, 5, 5, 2, 2, 0, 0, 2, 2, 0, 0, 5, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-582,0567025	-581,7813298	-0,18223	-0,08063	0,2753727	3,92
mol3913	CN1C=NC2(C(N)C2N)C1C=C	[8, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 12, 4, 1, 0, 7, 1, 0, 1, 4, 4, 4, 2, 0, 0, 4, 1, 0, 0, 2, 4, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0]	-531,594681	-531,3507015	-0,15422	-0,04087	0,2439795	3,98
mol3914	CN1C=NC(C=N1)C(O)C(=C)CN	[8, 0, 0, 0, 0, 0, 0, 1, 3, 1, 0, 13, 6, 1, 0, 4, 2, 0, 3, 6, 5, 3, 2, 0, 0, 4, 1, 2, 0, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-606,7542843	-606,4827246	-0,18462	-0,04572	0,2715597	4,26
mol3915	CC1=CC(CC(=C)C2NC12)C1CO1	[11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 13, 2, 1, 0, 11, 1, 0, 1, 3, 2, 1, 1, 0, 0, 2, 0, 0, 0, 5, 6, 0, 2, 0, 0, 0, 1, 0, 0, 0, 2, 1]	-557,4045491	-557,1334101	-0,18378	-0,03187	0,271139	4,44
mol3916	OCC(=C)C1COCC=C1C#C	[10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 12, 4, 1, 1, 5, 1, 0, 2, 4, 2, 1, 1, 0, 0, 3, 2, 1, 0, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-537,9874654	-537,6944841	-0,20776	-0,07008	0,2929813	4,19
mol3917	CC1CN(C=O)C(=N)CNN1C=O	[7, 0, 0, 0, 0, 0, 0, 1, 3, 2, 0, 13, 3, 3, 0, 7, 0, 0, 2, 8, 6, 2, 2, 0, 0, 4, 2, 0, 0, 3, 4, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	-642,7026465	-642,4027253	-0,20521	-0,06634	0,2999212	4,47
mol3918	NN=C1CCC2CC1C2NCC=C	[10, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 13, 4, 2, 0, 8, 0, 0, 3, 3, 3, 3, 2, 0, 0, 2, 4, 0, 0, 3, 4, 0, 0, 1, 0, 2, 0, 0, 0, 0, 7, 8]	-554,7962198	-554,5334382	-0,1732	-0,0268	0,2627816	4,43
mol3919	CCCN1CC(C)OCC1=N	[8, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 11, 4, 1, 0, 6, 0, 0, 2, 4, 3, 1, 1, 0, 0, 3, 2, 0, 0, 3, 3, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-498,6102243	-498,3322955	-0,17652	-0,00548	0,2779288	5,09
mol3920	CCCOC(=C)C1=C(O)C=C(O)N1	[9, 0, 0, 0, 0, 0, 0, 0, 1, 3, 0, 13, 7, 1, 0, 3, 2, 0, 4, 7, 4, 3, 3, 0, 0, 4, 3, 1, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-630,4836454	-630,2492597	-0,14064	-0,01832	0,2343857	4,22
mol3921	CC1NCC2(CN2N=C)CC1O	[8, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 12, 3, 1, 0, 9, 0, 0, 1, 5, 4, 2, 2, 0, 0, 3, 1, 0, 0, 4, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0]	-552,6379756	-552,361999	-0,18173	-0,04888	0,2759766	4,37
mol3922	CC1=NC(=NO)C(C(=O)C#C)=C1C	[9, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 13, 5, 2, 1, 3, 2, 0, 1, 6, 4, 1, 1, 0, 0, 5, 2, 1, 0, 1, 4, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-606,928612	-606,6204784	-0,20978	-0,13248	0,3081336	3,73
mol3923	CC1(C2OCC2CC1O)N(O)C=O	[8, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 13, 5, 1, 0, 8, 0, 0, 2, 9, 5, 2, 2, 0, 0, 4, 1, 1, 0, 3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1]	-667,4929189	-667,1868113	-0,20975	-0,03178	0,3061076	5,04
mol3924	C=CCCC=CON1C=CNC1=N	[9, 0, 0, 0, 0, 0, 0, 1, 2, 1, 0, 13, 5, 3, 0, 3, 2, 0, 5, 5, 4, 2, 2, 0, 0, 2, 6, 0, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-589,4674128	-589,2173492	-0,1599	-0,02506	0,2500636	4,29
mol3925	CC(C(N)=O)=C1CNC2=C1N=NO2	[7, 0, 0, 0, 0, 0, 0, 1, 3, 1, 1, 13, 3, 2, 0, 7, 2, 0, 1, 8, 6, 3, 2, 0, 0, 3, 0, 2, 0, 5, 3, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-640,3364924	-640,0574144	-0,18874	-0,11044	0,279078	3,52
mol3926	CC12OC3C4CNCC3(C)C1C24C	[11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 13, 3, 0, 0, 13, 0, 0, 0, 3, 2, 1, 1, 0, 0, 3, 0, 0, 0, 4, 3, 3, 1, 0, 3, 1, 0, 0, 0, 0, 7, 9]	-558,5574339	-558,2915368	-0,17221	0,02079	0,2658971	5,18
mol3927	CC1CC1N(C)CCC=CC#N	[10, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 12, 7, 1, 1, 3, 0, 0, 4, 2, 2, 0, 0, 0, 0, 3, 5, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	-499,5143444	-499,2230102	-0,18954	-0,08101	0,2913342	4,25
mol3928	CC12NCC3CC13NC(=O)C2=C	[9, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 12, 1, 2, 0, 11, 0, 0, 0, 4, 3, 2, 2, 0, 0, 3, 0, 0, 0, 4, 3, 2, 1, 0, 2, 0, 0, 0, 0, 0, 3, 2]	-534,267455	-533,9779477	-0,19549	-0,06795	0,2895073	4,29
mol3929	CC1C2=NON=C2C(=C)CC11CC1	[10, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 13, 1, 1, 0, 11, 2, 0, 0, 4, 3, 0, 0, 0, 0, 2, 0, 0, 0, 6, 4, 1, 1, 0, 1, 1, 0, 0, 0, 0, 3, 1]	-572,2668236	-571,9471505	-0,2231	-0,0878	0,3196731	4,47
mol3930	CN=C1NCC2(O)CC2N1N=C	[7, 0, 0, 0, 0, 0, 0, 2, 2, 1, 0, 12, 3, 2, 0, 8, 0, 0, 1, 6, 5, 2, 2, 0, 0, 3, 2, 0, 0, 3, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-567,4253807	-567,1637954	-0,16799	-0,02135	0,2615853	4,54
mol3931	CC(C=O)C1=NOCC(C)COC1	[9, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 13, 4, 1, 0, 7, 1, 0, 2, 7, 4, 0, 0, 0, 0, 3, 1, 1, 0, 6, 2, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	-631,6113978	-631,3325095	-0,17753	-0,0846	0,2788883	4,02
mol3932	CN1C(C=O)C2CCC1(C)CC2	[10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 12, 3, 1, 0, 9, 0, 0, 1, 3, 2, 0, 0, 0, 0, 3, 1, 0, 0, 4, 3, 1, 0, 0, 0, 3, 0, 0, 0, 0, 8, 9]	-520,6389914	-520,3666575	-0,17297	-0,06377	0,2723339	4,19
mol3933	CC1C2CN2CC(=O)C1OCC#C	[10, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 13, 4, 1, 1, 8, 0, 0, 2, 5, 3, 0, 0, 0, 0, 3, 3, 0, 0, 2, 5, 0, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-593,2754892	-593,0005082	-0,18305	-0,06867	0,274981	4,06
mol3934	CC(CC1CCO1)NC(C=C)C#C	[11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 13, 7, 1, 1, 4, 0, 0, 5, 3, 2, 1, 1, 0, 0, 3, 4, 2, 0, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-558,5628506	-558,290511	-0,18066	-0,0403	0,2723396	4,4
mol3935	CC1C2(C)C(=O)N(C=C)C(=C)C12N	[10, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 13, 4, 3, 0, 7, 0, 0, 1, 4, 3, 2, 1, 0, 0, 6, 1, 0, 0, 0, 4, 2, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1]	-573,5266521	-573,250482	-0,18693	-0,04794	0,2761701	4,32
mol3936	CN1C=CC2CNCC2C(=C)C1=N	[10, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 13, 1, 2, 0, 10, 1, 0, 0, 3, 3, 2, 2, 0, 0, 3, 0, 0, 0, 5, 5, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1]	-553,5965085	-553,3420756	-0,16816	-0,05223	0,2544329	3,92
mol3937	CN(C)C1(C)CC(=O)CC2(C)OC12	[10, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 13, 5, 1, 0, 8, 0, 0, 1, 5, 3, 0, 0, 0, 0, 5, 0, 1, 0, 3, 2, 2, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-595,763452	-595,4837082	-0,17938	-0,05722	0,2797438	4,39
mol3938	CC(=NN)C1(O)C2CC1(O)CC2O	[8, 0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 13, 6, 1, 0, 7, 0, 0, 1, 8, 5, 5, 4, 0, 0, 5, 1, 1, 0, 2, 2, 2, 0, 1, 2, 0, 0, 0, 0, 0, 6, 7]	-647,6780756	-647,3972114	-0,18928	-0,03969	0,2808642	4,53
mol3939	CNC1(C=C)C(C)NC1(CO)C#N	[9, 0, 0, 0, 0, 0, 0, 2, 1, 1, 0, 13, 7, 1, 1, 4, 0, 0, 3, 5, 4, 3, 3, 0, 0, 5, 4, 0, 0, 1, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-590,687061	-590,4050885	-0,18702	-0,03496	0,2819725	4,65
mol3940	CC12C=NOC(CO)C3C1CCC23	[10, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 13, 3, 0, 0, 11, 1, 0, 1, 5, 3, 1, 1, 0, 0, 2, 1, 0, 0, 5, 4, 1, 0, 1, 2, 0, 1, 0, 0, 0, 6, 7]	-594,5099919	-594,2104393	-0,19444	-0,04565	0,2995526	4,88
mol3941	CC12CS(=O)(=O)C(=NO)C1=CC=C2	[8, 0, 0, 0, 0, 1, 0, 1, 0, 3, 0, 13, 2, 3, 0, 7, 2, 0, 0, 7, 4, 1, 1, 0, 0, 4, 1, 0, 0, 4, 2, 2, 0, 0, 2, 0, 0, 0, 0, 0, 2, 1]	-987,9348202	-987,6431865	-0,20051	-0,10593	0,2916337	3,77
mol3942	COC1=C(CC#C)C(OC1)C#N	[9, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 12, 5, 0, 2, 4, 1, 0, 2, 5, 3, 0, 0, 0, 0, 3, 4, 0, 0, 2, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-552,815958	-552,5162205	-0,20386	-0,03706	0,2997375	4,88
mol3943	CC=CCC=C1OC(C=C1)C(C)N	[11, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 13, 6, 2, 0, 4, 1, 0, 3, 3, 2, 2, 1, 0, 0, 3, 4, 1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-558,6545581	-558,4002568	-0,16568	-0,05517	0,2543013	3,92
mol3944	CC1CC=C2NC(=N)OC2C(C)C1	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 13, 2, 1, 0, 10, 1, 0, 0, 4, 3, 2, 2, 0, 0, 3, 0, 0, 0, 5, 5, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1]	-574,7541002	-574,4816672	-0,17608	-0,01959	0,272433	4,75
mol3945	CC12CN(CC1N)C1CCCC21	[10, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 12, 2, 0, 0, 12, 0, 0, 0, 2, 2, 2, 1, 0, 0, 2, 0, 0, 0, 5, 4, 1, 0, 0, 3, 0, 0, 0, 0, 0, 5, 3]	-500,7448178	-500,4792107	-0,16585	0,02098	0,2656071	5,26
mol3946	N=C1NC(C#C)=C2C1=CCNC2=N	[9, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 13, 1, 2, 1, 8, 2, 0, 0, 4, 4, 4, 4, 0, 0, 3, 1, 0, 0, 4, 5, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-566,0601562	-565,8074977	-0,16677	-0,09444	0,2526585	3,32
mol3947	NC1=NN=NC=C1C(N)(C=C)C#C	[8, 0, 0, 0, 0, 0, 0, 2, 3, 0, 0, 13, 5, 1, 1, 3, 3, 0, 2, 5, 5, 4, 2, 0, 0, 4, 2, 0, 1, 4, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-583,2335248	-582,937656	-0,19251	-0,08735	0,2958688	4,24
mol3948	CCC1=NNCC1CC(N)C1CO1	[9, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 13, 6, 0, 0, 7, 1, 0, 4, 5, 4, 3, 2, 0, 0, 2, 2, 1, 0, 5, 3, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-591,9089914	-591,6414957	-0,17285	-0,02534	0,2674957	4,58
mol3949	CCC(C)C(N)C12NC1CNN=C2	[9, 0, 0, 0, 0, 0, 0, 1, 3, 0, 0, 13, 6, 0, 0, 7, 1, 0, 3, 4, 4, 4, 3, 0, 0, 3, 1, 2, 0, 5, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 2, 1]	-572,0490192	-571,7885375	-0,16273	-0,01854	0,2604817	4,62
mol3950	OC1=COC=C1C(CC#N)C=C	[9, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 12, 5, 1, 1, 3, 2, 0, 3, 5, 3, 1, 1, 0, 0, 3, 3, 1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-552,8958838	-552,6019425	-0,18802	-0,05116	0,2939413	4,74
mol3951	CC(=C)C1C2N1CCC2=C(C)C=C	[12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 13, 4, 3, 0, 7, 0, 0, 2, 1, 1, 0, 0, 0, 0, 4, 1, 2, 0, 2, 4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 2, 1]	-521,5300613	-521,2694402	-0,17713	-0,05986	0,2606211	3,87
mol3952	CCCCC(N)C1C=CCC1=NO	[10, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 13, 7, 1, 0, 4, 1, 0, 4, 4, 3, 3, 2, 0, 0, 3, 4, 1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]	-575,8798927	-575,6007759	-0,18989	-0,02774	0,2791168	4,63
mol3953	CCC1NC(=O)N2C=CC=C2C=C1	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 2, 1, 0, 8, 3, 0, 1, 4, 3, 1, 1, 0, 0, 2, 1, 0, 0, 6, 4, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1]	-572,3768938	-572,1044179	-0,17952	-0,06411	0,2724759	4,1
mol3954	CC1C=NN(CCC#C)C(C)C1O	[10, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 13, 6, 0, 1, 5, 1, 0, 2, 4, 3, 1, 1, 0, 0, 4, 3, 0, 0, 2, 4, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	-574,6471629	-574,3653854	-0,1886	-0,03585	0,2817775	4,61
mol3955	CCC(C)(OC)C(C)CN1CCC1	[11, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 13, 9, 0, 0, 4, 0, 0, 5, 3, 2, 0, 0, 0, 0, 4, 3, 1, 1, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-562,2402673	-561,9712178	-0,17069	0,02651	0,2690495	5,36
mol3956	CC(C)CC1NCC1CC#C	[10, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 11, 6, 0, 1, 4, 0, 0, 3, 1, 1, 1, 1, 0, 0, 3, 3, 1, 0, 2, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]	-445,385637	-445,0983826	-0,17778	0,00799	0,2872544	5,51
mol3957	CNC1=NC=C2C(C)OCON12	[7, 0, 0, 0, 0, 0, 0, 1, 2, 0, 2, 12, 3, 0, 0, 8, 2, 0, 1, 7, 5, 1, 1, 0, 0, 2, 1, 0, 0, 5, 4, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1]	-587,3581012	-587,1046752	-0,15541	-0,00302	0,253426	4,74
