id	smiles	Carbon	Fluorine	Chlorine	Bromine	Iodine	Sulfur	Phosphorous	Acyclic nitrogen	Cyclic nitrogen	Acyclic oxygen	Cyclic oxygen	Heavy atoms	Acyclic single bonds	Acyclic double bonds	Acyclic triple bonds	Cyclic single bonds	Cyclic double bonds	Cyclic triple bonds	Rotable bonds	H-bond acceptor sites	H-bond acceptor atoms	H-bond donor sites	H-bond donor atoms	Negative charges	Positive charges	Acyclic single valent nodes	Acyclic divalent nodes	Acyclic trivalent nodes	Acyclic tetravalent nodes	Cyclic divalent nodes	Cyclic trivalent nodes	Cyclic tetravalent nodes	3-membered rings	4-membered rings	5-membered rings	6-membered rings	7-membered rings	8-membered rings	9-membered rings	>= 10-membered rings	nodes shared by >= 2 rings	edges shared by >= 2 rings	n
mol1529	CN1C2C(NC1=O)C(C)=CC=C2C	10	0	0	0	0	0	0	0	2	1	0	13	3	1	0	8	2	0	0	4	3	1	1	0	0	4	0	0	0	3	6	0	0	0	1	1	0	0	0	0	2	1	4.08
mol1682	CNCC1=CC(=COC1)C1CC1	10	0	0	0	0	0	0	1	0	0	1	12	4	0	0	7	2	0	3	3	2	1	1	0	0	1	2	0	0	6	3	0	1	0	0	1	0	0	0	0	0	0	4.08
mol1910	NC1CN(C1)N=CC1C=NN2CC12	8	0	0	0	0	0	0	2	3	0	0	13	3	1	0	10	1	0	2	5	5	2	1	0	0	1	2	0	0	5	5	0	1	1	1	0	0	0	0	0	2	1	4.08
mol2146	C=C1CC2C(C1)=CC(=O)NC2=C	10	0	0	0	0	0	0	0	1	1	0	12	0	3	0	9	1	0	0	3	2	1	1	0	0	3	0	0	0	4	5	0	0	0	1	1	0	0	0	0	2	1	4.08
mol2378	CC1CC1C(CC=CC=C)NC=N	11	0	0	0	0	0	0	2	0	0	0	13	7	3	0	3	0	0	6	2	2	2	2	0	0	3	6	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	4.08
mol2897	CNC1C=C(CO)CC1=CC=C	10	0	0	0	0	0	0	1	0	1	0	12	5	2	0	4	1	0	3	3	2	2	2	0	0	3	4	0	0	2	3	0	0	0	1	0	0	0	0	0	0	0	4.08
mol3053	CC1=C2CNC(=O)C(=N)N2C=N1	7	0	0	0	0	0	0	1	3	1	0	12	1	2	0	8	2	0	0	6	5	2	2	0	0	3	0	0	0	4	5	0	0	0	1	1	0	0	0	0	2	1	4.08
mol3580	CC=CC(=NO)C(C)(O)C(C)=O	8	0	0	0	0	0	0	1	0	3	0	12	8	3	0	0	0	0	3	7	4	2	2	0	0	6	3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.08
mol3611	NC1=CS(=O)(=O)CC2=CCC(=O)N12	7	0	0	0	0	1	0	1	1	3	0	13	1	3	0	8	2	0	0	8	5	2	1	0	0	4	0	0	0	4	4	1	0	0	1	1	0	0	0	0	2	1	4.08
mol3764	NC(C#C)=C(CC1COC1)C#N	9	0	0	0	0	0	0	2	0	0	1	12	5	1	2	4	0	0	2	4	3	2	1	0	0	3	3	2	0	3	1	0	0	1	0	0	0	0	0	0	0	0	4.08
mol4029	C1CC2(CC3CON=CC2CO3)N1	9	0	0	0	0	0	0	0	2	0	2	13	0	0	0	14	1	0	0	6	4	1	1	0	0	0	0	0	0	10	2	1	0	1	0	1	0	2	0	0	10	11	4.08
mol4086	CC12COCC=CC3(N)CNC1C23	10	0	0	0	0	0	0	1	1	0	1	13	2	0	0	12	1	0	0	4	3	3	2	0	0	2	0	0	0	7	2	2	1	0	1	0	0	1	0	0	4	3	4.08
mol4182	CC1NC2C1CC1(CN1C2=N)C=O	9	0	0	0	0	0	0	1	2	1	0	13	2	2	0	11	0	0	1	5	4	2	2	0	0	3	1	0	0	3	5	1	1	1	0	1	0	0	0	0	4	2	4.08
mol4999	NCC1CC2CNNC(=N)C=CN12	8	0	0	0	0	0	0	2	3	0	0	13	2	1	0	10	1	0	1	5	5	5	4	0	0	2	1	0	0	6	4	0	0	1	0	0	0	1	0	0	2	1	4.08
mol53	CC1OC=CCC2C=CN(C=O)C12	10	0	0	0	0	0	0	0	1	1	1	13	2	1	0	9	2	0	1	5	3	0	0	0	0	2	1	0	0	6	4	0	0	0	1	0	1	0	0	0	2	1	4.07
mol60	CC(=O)NC=CC(=N)N(O)CCN	7	0	0	0	0	0	0	4	0	2	0	13	9	3	0	0	0	0	4	8	6	5	4	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07
mol254	CC=C1OC=CC2CC3NC(C2)C13	11	0	0	0	0	0	0	0	1	0	1	13	1	1	0	12	1	0	0	3	2	1	1	0	0	1	1	0	0	6	5	0	0	1	0	2	0	2	0	0	11	13	4.07
mol352	OC1COC2=CC(=O)C(=N)N2C1	7	0	0	0	0	0	0	1	1	2	1	12	1	2	0	9	1	0	0	8	5	2	2	0	0	3	0	0	0	4	5	0	0	0	1	1	0	0	0	0	2	1	4.07
mol378	CC=C1C2CC2(N)CNN=CC1N	9	0	0	0	0	0	0	2	2	0	0	13	3	1	0	9	1	0	0	4	4	5	3	0	0	3	1	0	0	5	3	1	1	0	0	0	0	1	0	0	2	1	4.07
mol903	CC(C)(O)C(=N)N1CC(=O)CCN1	8	0	0	0	0	0	0	1	2	2	0	13	5	2	0	6	0	0	1	7	5	3	3	0	0	5	0	1	1	4	2	0	0	0	0	1	0	0	0	0	0	0	4.07
mol1158	C#CC1=C(C#C)C(=NN1)C1CCN1	10	0	0	0	0	0	0	0	3	0	0	13	3	0	2	7	2	0	1	3	3	2	2	0	0	2	2	0	0	5	4	0	0	1	1	0	0	0	0	0	0	0	4.07
mol1391	NC(=N)C1CC(=O)C2=CSC=C12	8	0	0	0	0	1	0	2	0	1	0	12	2	2	0	7	2	0	1	4	3	3	2	0	0	3	0	1	0	4	4	0	0	0	2	0	0	0	0	0	2	1	4.07
mol1494	CC1CCC=CC11C2C=CC(=N)N12	11	0	0	0	0	0	0	1	1	0	0	13	1	1	0	11	2	0	0	2	2	1	1	0	0	2	0	0	0	6	4	1	1	0	1	1	0	0	0	0	3	1	4.07
mol1575	CC1C2OC1C1OC2C2=C1N=NS2	8	0	0	0	0	1	0	0	2	0	2	13	1	0	0	13	2	0	0	6	4	0	0	0	0	1	0	0	0	5	7	0	0	1	2	2	0	0	0	0	9	9	4.07
mol1658	C=CC1=NOCCCC(CC1)C#C	11	0	0	0	0	0	0	0	1	0	1	13	2	1	1	8	1	0	1	3	2	0	0	0	0	2	2	0	0	7	2	0	0	0	0	0	0	0	1	0	0	0	4.07
mol1849	CCC(C=CCC=O)C(=NO)C#C	10	0	0	0	0	0	0	1	0	2	0	13	8	3	1	0	0	0	5	5	3	1	1	0	0	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07
mol1947	CC1=NN2CC2C(=C)C(C)(O1)C=O	9	0	0	0	0	0	0	0	2	1	1	13	3	2	0	8	1	0	1	6	4	0	0	0	0	4	1	0	0	3	4	1	1	0	0	0	1	0	0	0	2	1	4.07
mol2096	CC=CC(C)N(C=N)C(=N)CC=O	9	0	0	0	0	0	0	3	0	1	0	13	8	4	0	0	0	0	5	5	4	2	2	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07
mol2173	CC1C=NN=CC2=NOCC=CC12	9	0	0	0	0	0	0	0	3	0	1	13	1	0	0	9	4	0	0	5	4	0	0	0	0	1	0	0	0	9	3	0	0	0	0	0	2	0	0	0	2	1	4.07
mol2240	C=C1C2NC=NC2=CCON1C=O	8	0	0	0	0	0	0	0	3	1	1	13	1	2	0	9	2	0	1	7	5	1	1	0	0	2	1	0	0	6	4	0	0	0	1	0	1	0	0	0	2	1	4.07
mol2298	C1OC1C#CC1=NOCC11CCN1	9	0	0	0	0	0	0	0	2	0	2	13	2	0	1	11	1	0	0	6	4	1	1	0	0	0	2	0	0	8	2	1	1	1	1	0	0	0	0	0	1	0	4.07
mol2410	COC(=N)NC(=S)N(C=N)C(C)C	7	0	0	0	0	1	0	4	0	1	0	13	9	3	0	0	0	0	2	6	5	3	3	0	0	6	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07
mol2462	C=CC1=CCON=CC(=C)CO1	9	0	0	0	0	0	0	0	1	0	2	12	1	2	0	7	2	0	1	5	3	0	0	0	0	2	1	0	0	7	2	0	0	0	0	0	0	0	1	0	0	0	4.07
mol2709	O=C1C2NC3CC(=O)C2C(=O)C13	8	0	0	0	0	0	0	0	1	3	0	12	0	3	0	11	0	0	0	7	4	1	1	0	0	3	0	0	0	2	7	0	0	0	2	2	0	0	0	0	9	11	4.07
mol3001	CC#CC(=O)C=C(N)N(C)C	8	0	0	0	0	0	0	2	0	1	0	11	7	2	1	0	0	0	2	4	3	2	1	0	0	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.07
mol3208	C=C1C2CC2C(=N)NC2CC2C1=O	10	0	0	0	0	0	0	1	1	1	0	13	0	3	0	12	0	0	0	4	3	2	2	0	0	3	0	0	0	3	7	0	2	0	0	0	0	1	0	0	4	2	4.07
mol3311	NC1CNCCC1C1CN1N=C	8	0	0	0	0	0	0	2	2	0	0	12	3	1	0	9	0	0	2	4	4	3	2	0	0	2	1	0	0	5	4	0	1	0	0	1	0	0	0	0	0	0	4.07
mol3393	CN1C2C1C13COCC1(N3)C2C=O	9	0	0	0	0	0	0	0	2	1	1	13	2	1	0	13	0	0	1	6	4	1	1	0	0	2	1	0	0	4	4	2	2	0	2	0	0	0	0	0	4	2	4.07
mol3449	CC1(C=O)C2CC=CC=CC1O2	10	0	0	0	0	0	0	0	0	1	1	12	2	1	0	8	2	0	1	4	2	0	0	0	0	2	1	0	0	6	2	1	0	1	0	0	0	2	0	0	9	10	4.07
mol3489	CN1CC=C(CO)C1(CC#C)C=O	10	0	0	0	0	0	0	0	1	2	0	13	6	1	1	4	1	0	3	5	3	1	1	0	0	4	4	0	0	2	2	1	0	0	1	0	0	0	0	0	0	0	4.07
mol3521	C1CC=C(O1)C1=CCNCCC1	10	0	0	0	0	0	0	0	1	0	1	12	1	0	0	10	2	0	1	3	2	1	1	0	0	0	0	0	0	10	2	0	0	0	1	0	1	0	0	0	0	0	4.07
mol3850	CC12N(CC1=O)N=CC1NC21C=O	8	0	0	0	0	0	0	0	3	2	0	13	2	2	0	10	1	0	1	7	5	1	1	0	0	3	1	0	0	4	3	2	1	1	0	1	0	0	0	0	4	2	4.07
mol3998	CC1CC2NC1C(C)CNC2C#C	11	0	0	0	0	0	0	0	2	0	0	13	3	0	1	10	0	0	0	2	2	2	2	0	0	3	1	0	0	4	5	0	0	0	1	0	1	0	0	0	3	2	4.07
mol4358	C=CC(=O)C1C2CC1C(N2)C#C	10	0	0	0	0	0	0	0	1	1	0	12	3	2	1	7	0	0	2	3	2	1	1	0	0	3	2	1	0	2	4	0	0	1	2	0	0	0	0	0	6	7	4.07
mol4699	CC=C1C=C(C)C2CNC(=N)N12	9	0	0	0	0	0	0	1	2	0	0	12	2	2	0	8	1	0	0	3	3	2	2	0	0	3	1	0	0	3	5	0	0	0	2	0	0	0	0	0	2	1	4.07
mol218	N=C1N(CC=O)OCC2=C1SN=C2	7	0	0	0	0	1	0	1	2	1	1	13	2	2	0	8	2	0	2	7	5	1	1	0	0	2	2	0	0	5	4	0	0	0	1	1	0	0	0	0	2	1	4.06
mol267	CN1SC(=O)C(OC2CC2C#C)=C1	9	0	0	0	0	1	0	0	1	2	0	13	4	1	1	6	2	0	2	5	3	0	0	0	0	3	2	0	0	3	5	0	1	0	1	0	0	0	0	0	0	0	4.06
mol528	CC1CNCC#CC2=CCOC2O1	10	0	0	0	0	0	0	0	1	0	2	13	1	0	0	11	1	1	0	5	3	1	1	0	0	1	0	0	0	9	3	0	0	0	1	0	0	0	1	0	2	1	4.06
mol560	CC(C=O)C1ON=C2N=C(C)NC12	8	0	0	0	0	0	0	0	3	1	1	13	4	1	0	7	2	0	2	7	5	1	1	0	0	3	1	1	0	4	4	0	0	0	2	0	0	0	0	0	2	1	4.06
mol820	CC1(C(CN)C1C(=C)C#C)C(N)=N	10	0	0	0	0	0	0	3	0	0	0	13	7	2	1	3	0	0	3	3	3	5	3	0	0	6	2	2	0	0	2	1	1	0	0	0	0	0	0	0	0	0	4.06
mol1060	CC12CCCC1=CC1=C(NC=C1)O2	11	0	0	0	0	0	0	0	1	0	1	13	1	0	0	11	3	0	0	3	2	1	1	0	0	1	0	0	0	8	3	1	0	0	2	1	0	0	0	0	4	2	4.06
mol1459	CC1CC2CCC11N=NC=C1NN2	9	0	0	0	0	0	0	0	4	0	0	13	1	0	0	12	2	0	0	4	4	2	2	0	0	1	0	0	0	8	3	1	0	0	1	1	2	0	0	0	9	10	4.06
mol1531	CN1N=C(C)C2OC(CC(C)=O)C12	9	0	0	0	0	0	0	0	2	1	1	13	5	1	0	7	1	0	2	6	4	0	0	0	0	4	1	1	0	2	5	0	0	1	1	0	0	0	0	0	2	1	4.06
mol1615	CC(=CN(N)C=NCC=C)C(O)=O	8	0	0	0	0	0	0	3	0	2	0	13	8	4	0	0	0	0	5	7	5	3	2	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06
mol2215	CC12NC(C=C1)(C=C2)C(N)CCO	10	0	0	0	0	0	0	1	1	1	0	13	6	0	0	6	2	0	3	4	3	4	3	0	0	3	2	1	0	5	0	2	0	0	2	0	0	0	0	0	3	2	4.06
mol2251	CC1=CCC2(CC1=C)NC2C1CN1	11	0	0	0	0	0	0	0	2	0	0	13	2	1	0	11	1	0	1	2	2	2	2	0	0	2	0	0	0	6	4	1	2	0	0	1	0	0	0	0	1	0	4.06
mol2264	CC(C)(C)C1=NN=CC2CNC1C2	10	0	0	0	0	0	0	0	3	0	0	13	4	0	0	8	2	0	0	3	3	1	1	0	0	3	0	0	1	6	3	0	0	0	1	0	1	0	0	0	3	2	4.06
mol2278	C=CCOC1=CC2CCC1C=C2	11	0	0	0	0	0	0	0	0	1	0	12	3	1	0	7	2	0	3	2	1	0	0	0	0	1	3	0	0	5	3	0	0	0	0	3	0	0	0	0	8	9	4.06
mol2374	CC1=CCOC=C(CN)CN2CC12	10	0	0	0	0	0	0	1	1	0	1	13	3	0	0	9	2	0	1	4	3	2	1	0	0	2	1	0	0	6	4	0	1	0	0	0	0	0	1	0	2	1	4.06
mol2468	CC1=CC=CCC2CN2CC#CC1	12	0	0	0	0	0	0	0	1	0	0	13	1	0	0	10	2	1	0	1	1	0	0	0	0	1	0	0	0	9	3	0	1	0	0	0	0	0	0	1	2	1	4.06
mol2629	CCNCC(C=C)C1=C(N)N=CS1	9	0	0	0	0	1	0	2	1	0	0	13	7	1	0	3	2	0	5	3	3	3	2	0	0	3	4	1	0	3	2	0	0	0	1	0	0	0	0	0	0	0	4.06
mol2799	CNC1C=NOC(C)OCC1C=O	8	0	0	0	0	0	0	1	1	1	2	13	4	1	0	7	1	0	2	8	5	1	1	0	0	3	2	0	0	5	3	0	0	0	0	0	0	1	0	0	0	0	4.06
mol3034	CC(O)C1NCC2=COC=C2C1=O	9	0	0	0	0	0	0	0	1	2	1	13	3	1	0	8	2	0	1	7	4	2	2	0	0	3	0	1	0	5	4	0	0	0	1	1	0	0	0	0	2	1	4.06
mol3113	CC(=O)N1C=CC(O)C(=O)C=C1N	8	0	0	0	0	0	0	1	1	3	0	13	4	2	0	5	2	0	0	8	5	3	2	0	0	5	0	1	0	3	4	0	0	0	0	0	1	0	0	0	0	0	4.06
mol3172	CC1CC23NN=CC12OC(=C)C=C3	10	0	0	0	0	0	0	0	2	0	1	13	1	1	0	11	2	0	0	4	3	1	1	0	0	2	0	0	0	7	2	2	0	1	1	1	0	0	0	0	2	1	4.06
mol3340	CC=C(C)CCNCC1CC1C=O	11	0	0	0	0	0	0	1	0	1	0	13	8	2	0	3	0	0	6	3	2	1	1	0	0	3	6	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	4.06
mol3392	NCCC=C1CN(CC#C)NC1=N	9	0	0	0	0	0	0	2	2	0	0	13	5	2	1	5	0	0	3	4	4	4	3	0	0	3	5	0	0	2	3	0	0	0	1	0	0	0	0	0	0	0	4.06
mol3510	CN(C=N)C(C=C)=C(C)CCC#N	10	0	0	0	0	0	0	3	0	0	0	13	8	3	1	0	0	0	5	3	3	1	1	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.06
mol3634	CC1(CC2=CNC=CC2=N1)C1CO1	10	0	0	0	0	0	0	0	2	0	1	13	2	0	0	10	3	0	1	4	3	1	1	0	0	1	0	0	0	8	3	1	1	0	1	1	0	0	0	0	2	1	4.06
mol3869	CCN1N(C)C(CN(C)C1=S)C=C	9	0	0	0	0	1	0	0	3	0	0	13	5	2	0	6	0	0	2	3	3	0	0	0	0	5	2	0	0	1	5	0	0	0	0	1	0	0	0	0	0	0	4.06
mol3933	CC1C2CN2CC(=O)C1OCC#C	10	0	0	0	0	0	0	0	1	2	0	13	4	1	1	8	0	0	2	5	3	0	0	0	0	3	3	0	0	2	5	0	1	0	0	1	0	0	0	0	2	1	4.06
mol4036	CC(C=O)C=C1CNCC2OC2C1	10	0	0	0	0	0	0	0	1	1	1	13	3	2	0	9	0	0	2	5	3	1	1	0	0	2	2	1	0	5	3	0	1	0	0	0	1	0	0	0	2	1	4.06
mol4101	CN1C(=CC(Cl)=C1CC(N)=O)C#C	9	0	1	0	0	0	0	1	1	1	0	13	6	1	1	3	2	0	2	4	3	2	1	0	0	5	2	1	0	1	4	0	0	0	1	0	0	0	0	0	0	0	4.06
mol4233	CCC1OCC1C1=NN(C=O)N=N1	7	0	0	0	0	0	0	0	4	1	1	13	4	1	0	7	2	0	3	8	6	0	0	0	0	2	2	0	0	5	4	0	0	1	1	0	0	0	0	0	0	0	4.06
mol4246	CC1=CC(CCOCC=C)NN=C1	10	0	0	0	0	0	0	0	2	1	0	13	6	1	0	4	2	0	5	4	3	1	1	0	0	2	5	0	0	4	2	0	0	0	0	1	0	0	0	0	0	0	4.06
mol4296	CC1(NC2C1NN1C=NCC21)C=O	8	0	0	0	0	0	0	0	4	1	0	13	2	1	0	11	1	0	1	6	5	2	2	0	0	2	1	0	0	5	4	1	0	1	2	0	0	0	0	0	4	2	4.06
mol4321	CC1=CC(OC=O)=CC2C=NOC12	9	0	0	0	0	0	0	0	1	2	1	13	3	1	0	7	3	0	2	7	4	0	0	0	0	2	2	0	0	5	4	0	0	0	1	1	0	0	0	0	2	1	4.06
mol4323	CC1CCC2NCC2(CC1=O)C=O	10	0	0	0	0	0	0	0	1	2	0	13	2	2	0	10	0	0	1	5	3	1	1	0	0	3	1	0	0	5	3	1	0	1	0	0	1	0	0	0	2	1	4.06
mol4484	CC1CN=C(NC(CO1)C#C)C#C	10	0	0	0	0	0	0	0	2	0	1	13	3	0	2	7	1	0	0	4	3	1	1	0	0	3	2	0	0	5	3	0	0	0	0	0	0	1	0	0	0	0	4.06
mol4568	CNC(C1OC=CC1=C)C1(C)CN1	10	0	0	0	0	0	0	1	1	0	1	13	5	1	0	7	1	0	3	4	3	2	2	0	0	3	1	1	0	5	2	1	1	0	1	0	0	0	0	0	0	0	4.06
mol4818	NN=CC1=COC(CC2CC2)=C1Cl	9	0	1	0	0	0	0	2	0	0	1	13	5	1	0	6	2	0	3	4	3	2	1	0	0	2	3	0	0	4	4	0	1	0	1	0	0	0	0	0	0	0	4.06
mol4952	CC#CC1NC2C(O)C2C(O)C1=O	9	0	0	0	0	0	0	0	1	3	0	13	4	1	1	8	0	0	0	7	4	3	3	0	0	4	2	0	0	1	6	0	1	0	0	1	0	0	0	0	2	1	4.06
mol12	CC(CN)(NCC#CC=C)C(N)=O	9	0	0	0	0	0	0	3	0	1	0	13	9	2	1	0	0	0	4	5	4	5	3	0	0	5	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05
mol276	CC(C)=C(CC#N)C1=CSN=N1	8	0	0	0	0	1	0	1	2	0	0	12	5	1	1	3	2	0	2	3	3	0	0	0	0	3	2	2	0	4	1	0	0	0	1	0	0	0	0	0	0	0	4.05
mol348	CC1NC(C)(CC=O)C(=C)NC1=O	9	0	0	0	0	0	0	0	2	2	0	13	4	3	0	6	0	0	2	6	4	2	2	0	0	5	2	0	0	2	3	1	0	0	0	1	0	0	0	0	0	0	4.05
mol410	CN1N=COCCC1(CC=C)C=O	9	0	0	0	0	0	0	0	2	1	1	13	4	2	0	6	1	0	3	6	4	0	0	0	0	3	3	0	0	5	1	1	0	0	0	0	1	0	0	0	0	0	4.05
mol546	O=CC1=CCN2C1CS2(=O)=O	6	0	0	0	0	1	0	0	1	3	0	11	1	3	0	7	1	0	1	7	4	0	0	0	0	3	1	0	0	3	3	1	0	1	1	0	0	0	0	0	2	1	4.05
mol782	CN1C2CCC(O)C3CC(C12)C3=O	10	0	0	0	0	0	0	0	1	2	0	13	2	1	0	12	0	0	0	5	3	1	1	0	0	3	0	0	0	3	7	0	1	1	0	0	0	2	0	0	9	10	4.05
mol1206	CC(CO)(C=C(CC#N)C=O)C#C	10	0	0	0	0	0	0	1	0	2	0	13	8	2	2	0	0	0	4	5	3	1	1	0	0	5	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05
mol1563	CC=CC=CC1(C)OCOC1CN	10	0	0	0	0	0	0	1	0	0	2	13	6	2	0	5	0	0	3	5	3	2	1	0	0	3	5	0	0	3	1	1	0	0	1	0	0	0	0	0	0	0	4.05
mol1895	NCC1=CC(C=C1)C1C(N)C1O	9	0	0	0	0	0	0	2	0	1	0	12	5	0	0	6	2	0	2	4	3	5	3	0	0	3	1	0	0	3	5	0	1	0	1	0	0	0	0	0	0	0	4.05
mol2109	CCC1ON=C2C1C=CN2C=NO	8	0	0	0	0	0	0	1	2	1	1	13	4	1	0	7	2	0	2	7	5	1	1	0	0	2	3	0	0	4	4	0	0	0	2	0	0	0	0	0	2	1	4.05
mol2387	CC1C(C=C)C(=O)C11NC2CC1C2	11	0	0	0	0	0	0	0	1	1	0	13	2	2	0	11	0	0	1	3	2	1	1	0	0	3	1	0	0	3	5	1	0	2	2	0	0	0	0	0	6	7	4.05
mol3029	CC=CC1=CC2CC1(CC#N)C2C	12	0	0	0	0	0	0	1	0	0	0	13	5	1	1	6	1	0	2	1	1	0	0	0	0	3	4	0	0	2	3	1	0	1	2	0	0	0	0	0	6	7	4.05
mol3039	COC1=CC=NN1C=NC=NC	7	0	0	0	0	0	0	2	2	1	0	12	5	2	0	3	2	0	3	6	5	0	0	0	0	2	5	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	4.05
mol3166	C=C1CON=C1OCC=NNC=O	7	0	0	0	0	0	0	2	1	2	1	13	5	3	0	4	1	0	4	9	6	1	1	0	0	2	6	0	0	3	2	0	0	0	1	0	0	0	0	0	0	0	4.05
mol3209	CC1=C(CO)N2C(=N1)N=NC=C2C	8	0	0	0	0	0	0	0	4	1	0	13	4	0	0	5	5	0	1	6	5	1	1	0	0	3	1	0	0	4	5	0	0	0	1	1	0	0	0	0	2	1	4.05
mol3469	CC=C1CC(N)C(OC(N)=O)C=C1	9	0	0	0	0	0	0	2	0	2	0	13	5	2	0	5	1	0	1	6	4	4	2	0	0	4	2	1	0	3	3	0	0	0	0	1	0	0	0	0	0	0	4.05
mol3483	CNC1C2CN(C)C1C=C2C#N	9	0	0	0	0	0	0	2	1	0	0	12	4	0	1	7	1	0	1	3	3	1	1	0	0	3	2	0	0	2	5	0	0	0	2	0	0	0	0	0	3	2	4.05
mol3598	CC=NN1CC(N)C23CC2NN=C13	8	0	0	0	0	0	0	2	3	0	0	13	3	1	0	10	1	0	1	5	5	3	2	0	0	2	2	0	0	4	4	1	1	0	2	0	0	0	0	0	3	2	4.05
mol3732	CC1OCC(O1)=CC1=NNCC1C	9	0	0	0	0	0	0	0	2	0	2	13	3	1	0	9	1	0	1	6	4	1	1	0	0	2	1	0	0	6	4	0	0	0	2	0	0	0	0	0	0	0	4.05
mol4532	CC12CCC1NC(=O)C(=O)C21CO1	9	0	0	0	0	0	0	0	1	2	1	13	1	2	0	12	0	0	0	7	4	1	1	0	0	3	0	0	0	5	3	2	1	1	0	1	0	0	0	0	3	1	4.05
mol4856	CC(C)NC(C)C1NC(C=C)C1=O	10	0	0	0	0	0	0	1	1	1	0	13	7	2	0	4	0	0	4	4	3	2	2	0	0	5	2	2	0	1	3	0	0	1	0	0	0	0	0	0	0	0	4.05
mol4914	CC=CC(=O)NN(C)C(=N)C=CN	8	0	0	0	0	0	0	4	0	1	0	13	8	4	0	0	0	0	2	6	5	4	3	0	0	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05
mol120	CC12CC(=O)C(CC1=O)OC2=C	9	0	0	0	0	0	0	0	0	2	1	12	1	3	0	9	0	0	0	6	3	0	0	0	0	4	0	0	0	3	4	1	0	0	0	3	0	0	0	0	8	9	4.04
mol169	CC12C(N)C1C=CCC1C=CCC21	12	0	0	0	0	0	0	1	0	0	0	13	2	0	0	11	2	0	0	1	1	2	1	0	0	2	0	0	0	6	4	1	1	0	1	0	1	0	0	0	4	2	4.04
mol345	N=C1CC2CC3NC3C=CN2C=N1	9	0	0	0	0	0	0	1	3	0	0	13	0	1	0	12	2	0	0	4	4	2	2	0	0	1	0	0	0	7	5	0	1	0	0	1	1	0	0	0	4	2	4.04
mol351	C=CC=C1CCCC2CC(C2)NC1	12	0	0	0	0	0	0	0	1	0	0	13	1	2	0	11	0	0	1	1	1	1	1	0	0	1	2	0	0	7	3	0	0	1	0	0	0	0	2	0	10	11	4.04
mol401	CC(=NO)C1=CC2COCC1C2O	9	0	0	0	0	0	0	1	0	2	1	13	4	1	0	8	1	0	1	7	4	2	2	0	0	3	1	1	0	4	4	0	0	0	1	1	0	0	0	0	3	2	4.04
mol557	CN1CC(=C)C2CC2(O)C1CC=O	10	0	0	0	0	0	0	0	1	2	0	13	4	2	0	8	0	0	2	5	3	1	1	0	0	4	2	0	0	2	4	1	1	0	0	1	0	0	0	0	2	1	4.04
mol621	O=C1CCCN2CC=C(C#N)N12	8	0	0	0	0	0	0	1	2	1	0	12	1	1	1	9	1	0	0	5	4	0	0	0	0	2	1	0	0	5	4	0	0	0	1	1	0	0	0	0	2	1	4.04
mol630	CC1(NC(=N)C2=CC=CC12)C=NO	9	0	0	0	0	0	0	2	1	1	0	13	3	2	0	7	2	0	1	5	4	3	3	0	0	3	2	0	0	4	3	1	0	0	2	0	0	0	0	0	2	1	4.04
mol927	C=CC1NC23CC2(OCC3=O)C1=O	9	0	0	0	0	0	0	0	1	2	1	13	1	3	0	11	0	0	1	7	4	1	1	0	0	3	1	0	0	4	3	2	1	0	2	0	0	0	0	0	2	1	4.04
mol953	CC1CCC2NC22C=CC=CC12O	11	0	0	0	0	0	0	0	1	1	0	13	2	0	0	11	2	0	0	3	2	2	2	0	0	2	0	0	0	7	2	2	1	0	0	2	0	0	0	0	3	2	4.04
mol1152	CC=NNC(=N)C(=C)C1COCO1	8	0	0	0	0	0	0	3	0	0	2	13	5	3	0	5	0	0	3	7	5	2	2	0	0	3	3	2	0	4	1	0	0	0	1	0	0	0	0	0	0	0	4.04
mol1160	CC1C=NNCC2N(N=C)C1C2=O	8	0	0	0	0	0	0	1	3	1	0	13	2	2	0	9	1	0	1	6	5	1	1	0	0	3	1	0	0	4	5	0	0	1	0	0	0	2	0	0	9	10	4.04
mol1330	C=C(CNC1=CN=CS1)C#C	8	0	0	0	0	1	0	1	1	0	0	11	4	1	1	3	2	0	3	2	2	1	1	0	0	2	3	1	0	4	1	0	0	0	1	0	0	0	0	0	0	0	4.04
